codePoint,radicalId,numberOfStrokesInRadical,numberOfStrokes,onyomi,kunyomi,jisLevel,regular,forName
19968,1,0,1,"ICHI,ITSU","HITOTSU,HITOTABI,HAJIME",1,true,true
19969,1,1,2,"TEI,CHOU,TOU","HINOTO,ATARU,YOBORO",1,true,true
19971,1,1,2,"SHICHI,SHITSU","NANATSU,NANATABI",1,true,true
19975,1,2,3,"MAN,BAN",YOROZU,1,true,true
19976,1,2,3,"JOU,CHOU","TAKE,DAKE",1,true,true
19977,1,2,3,SAN,"MITSU,MITABI",1,true,true
19978,1,2,3,"JOU,SHOU","UE,KAMI,NOBORU",1,true,true
19979,1,2,3,"KA,GE","SHITA,SHIMO,MOTO",1,true,true
19981,1,3,4,"FU,BU,FUTSU,HI","SEZU,NIARAZU,INAYA",1,true,true
19982,1,3,3,YO,"ATAERU,KUMISURU,TOMONI",1,true,true
19984,1,3,4,"KAI,KATSU",KOU,2,false,false
19985,1,3,4,"CHUU,CHU",USHI,1,false,true
19988,1,4,5,"SHA,SHO",KATSU,1,true,true
19989,1,4,5,HI,OOKII,2,false,false
19990,1,4,5,"SE,SEI",YO,1,true,true
19991,1,3,5,"SEI,SE",YO,2,false,false
19992,1,4,5,KYUU,OKA,1,true,true
19993,1,4,5,"HEI,HYOU",HINOE,1,true,true
19998,1,5,6,"SHOU,JOU","SUKUU,TASUKERU",1,false,true
20001,1,5,6,RYOU,FUTATSU,1,true,true
20006,1,7,8,HEI,"NAMI,NARABERU,NARABINI",1,true,true
20010,2,2,3,"KA,KO","KO,HI",2,false,false
20013,2,3,4,CHUU,"NAKA,UCHI,ATARU",1,true,true
20017,2,4,5,"KAN,KOU,KEN","AGEMAKI,ARAGANE",2,false,false
20018,2,6,7,"SEN,KAN","KUSHI,TSURANUKU",1,true,true
20022,3,0,1,CHU,"TEN,CHOBO,SHIRUSHI",2,false,false
20024,3,2,3,GAN,"MARUI,MARUMERU,TAMA",1,true,true
20025,3,3,4,TAN,"AKA,NI",1,true,true
20027,3,4,5,"SHU,SU","NUSHI,OMO,ARUJI",1,true,true
20028,3,4,5,"SEI,TAN,SHOU",DONBURI,2,true,true
20031,4,0,1,"HETSU,HECHI,YOU",MOTORU,2,false,false
20034,4,1,2,"GAI,GE","KARU,OSAMERU,OSAMARU",2,false,false
20035,4,1,2,"DAI,AI,NAI","SUNAWACHI,NO",1,false,true
20037,4,2,3,"KYUU,KU",HISASHII,1,true,true
20043,4,3,3,SHI,"YUKU,KORE,NO",1,false,true
20045,4,4,5,"SAKU,SA","TACHIMACHI,NAGARA",1,false,false
20046,4,4,5,KO,"YO,KANA,KA",1,false,true
20047,4,4,4,BOU,TOBOSHII,1,true,true
20053,4,6,7,KO,TORA,2,false,false
20054,4,7,8,KAI,"MODORU,SOMUKU",2,false,false
20055,4,8,9,"JOU,SHOU","NORU,NOSERU",1,true,true
20056,4,9,10,"JOU,SHOU",NORU,2,false,true
20057,5,0,1,OTSU,"KINOTO,OTO",1,true,true
20061,5,1,2,"KYUU,KU",KOKONOTSU,1,true,true
20062,5,2,3,"KOTSU,KI","KOU,KOI",1,true,true
20063,5,2,3,YA,"NARI,MATA",1,false,true
20066,46,1,4,GAI,"KASA,FUTA,OOU",2,false,false
20081,5,6,7,RAN,"MIDARERU,OSAMERU,MIDASU",1,true,true
20083,5,7,8,NYUU,"CHICHI,CHI",1,true,true
20094,5,10,11,"KAN,KEN,GEN","KAWAKU,KAWAKASU,INUI",1,true,true
20096,5,10,11,"KI,KYUU,KIN",KAME,1,true,true
20098,5,12,13,"RAN,RON",MIDARERU,2,false,false
20101,6,0,1,KETSU,KAGI,2,false,false
20102,6,1,2,RYOU,"OWARU,TSUINI",1,true,true
20104,6,3,4,"YO,SHA","ATAERU,ARAKAJIME",1,true,true
20105,6,5,6,SOU,"ARASOU,ARASOI,IKADEKA",1,true,true
20106,6,6,7,"JI,ZU,SHI","KOTO,TSUKAU,KOTOTOSURU",2,false,false
20107,6,7,8,"JI,SHI","KOTO,TSUKAU,KOTOTOSURU",1,true,true
20108,7,0,2,"NI,JI","FUTATSU,FUTATABI",1,true,true
20110,7,1,3,"U,KU","KOKONI,YUKU",2,false,false
20113,7,2,4,UN,IU,1,false,true
20114,7,2,4,"GO,KO",TAGAI,1,true,true
20116,7,2,4,GO,ITSUTSU,1,true,true
20117,7,2,4,"SEI,SHOU","I,IDO",1,true,true
20120,7,4,6,"SEN,KAN,KOU","MOTOMERU,WATARI",1,false,true
20121,7,4,6,KOU,"WATARU,WATARI",1,false,true
20123,7,5,8,"SA,SHA",ISASAKA,1,false,true
20124,7,5,7,"A,ATSU,OU",TSUGU,1,true,true
20126,7,6,8,"A,ATSU,OU",TSUGU,2,false,true
20127,7,6,8,"KYOKU,KI",SUMIYAKA,2,false,false
20128,8,0,2,"TOU,ZU","KEISAN,NABEBUTA",2,false,false
20129,8,1,3,"BOU,MOU","NAI,NAKUNARU,HOROBIRU",1,true,true
20130,8,2,4,KOU,TAKABURU,2,false,false
20132,8,4,6,"KOU,KYOU","MAJIWARU,MAJIRU,KAU",1,true,true
20133,8,4,6,"GAI,KAI",I,1,false,true
20134,8,4,6,"EKI,YAKU",MATA,1,false,true
20136,8,5,7,"KYOU,KOU,HOU","TATEMATSURU,TOORU",1,false,true
20139,8,6,8,KYOU,"SUSUMERU,UKERU",1,true,true
20140,8,6,8,"KYOU,KEI,KIN",MIYAKO,1,true,true
20141,8,7,9,"TEI,CHOU,CHIN",AZUMAYA,1,true,true
20142,8,7,9,RYOU,"AKIRAKA,SUKE",1,false,true
20144,8,7,9,"KEI,KYOU,KIN",MIYAKO,2,false,false
20147,8,8,10,"HAKU,BAKU",,2,false,false
20150,8,11,13,"TAN,SEN,ZEN","ATSUI,MAKOTO",2,false,false
20154,9,0,2,"JIN,NIN",HITO,1,true,true
20160,9,2,4,"SHUU,JUU","KUMI,TOU,MAJIRU",1,false,false
20161,9,2,4,"JIN,NIN,NI","HITO,ITSUKUSHIMU",1,true,true
20162,9,2,4,"ROKU,RYOKU","AMARI,TSUTOMERU",2,false,false
20164,9,2,4,"SOKU,SHOKU,SHIKI","KATAMUKU,HONOKA",2,false,false
20166,9,2,4,"FU,HOKU",TAORERU,2,false,false
20167,9,2,4,"KYUU,GU","ADA,KATAKI",1,false,false
20170,9,2,4,"KON,KIN",IMA,1,true,true
20171,9,2,4,KAI,"TASUKERU,SUKE",1,true,true
20173,9,2,4,"JOU,NYOU","YORU,SHIKIRINI,NAO",2,false,false
20174,9,2,4,"JUU,SHOU,JU","SHITAGAU,YORI",2,false,false
20175,9,2,4,BUTSU,HOTOKE,1,true,true
20180,9,3,5,"SHI,SAI",TAERU,1,false,true
20181,9,3,5,"SHI,JI","TSUKAERU,TSUKAMATSURU",1,true,true
20182,9,3,5,TA,HOKA,1,true,true
20183,9,3,5,JOU,"YORU,MAMORI,TSUWAMONO",2,false,false
20184,9,3,5,FU,"TSUKERU,ATAERU,TSUKU",1,true,true
20185,9,3,5,SEN,"SENNIN,SENTO",1,true,true
20190,9,3,5,JIN,HAKARU,2,false,false
20191,9,3,5,SEN,KASHIRA,2,false,false
20195,9,3,5,"DAI,TAI","KAWARU,YO,SHIRO",1,true,true
20196,9,3,5,"REI,RYOU","IITSUKE,OSA",1,true,true
20197,9,3,4,I,"OMOU,YUENI,MOTTE",1,true,true
20205,9,3,5,JIN,HAKARU,2,false,false
20206,9,4,6,"KA,KE","KARI,KARIRU,KARINI",1,true,true
20208,9,4,6,"GYOU,KOU","AOGU,OOSE,AORU",1,true,true
20210,9,4,6,CHUU,NAKA,1,true,true
20214,9,4,6,KEN,"KUDARI,KUDAN",1,true,true
20215,9,4,6,KAI,"YOI,OOKII,TSUKAI",2,false,false
20219,9,4,6,NIN,"MAKASERU,NINAU,TAERU",1,true,true
20225,9,4,6,KI,"KUWADATERU,KUWADATE",1,true,true
20233,9,4,6,KOU,"TAGUI,NARABU",2,false,false
20234,9,4,6,I,"KORE,KARE,TADA",1,false,true
20237,9,4,6,GO,"KUMI,ITSUTSU",1,false,true
20238,9,4,6,"KI,GI",WAZA,1,true,true
20239,9,4,6,"FUKU,FUU,BUKU","FUSERU,SHITAGAU",1,true,true
20240,9,4,6,BATSU,"KIRU,UTSU,HOKORU",1,true,true
20241,9,4,6,"KYUU,KU","YASUMU,IKOU,YAMERU",1,true,true
20250,9,4,6,"KAI,E","AU,ATSUMARU",1,true,true
20252,9,4,6,"SAI,SOTSU",SEGARE,2,false,false
20253,9,4,6,"DEN,TEN","TSUTAERU,TSUTAE,TSUTAWARU",1,true,true
20271,9,5,7,"HAKU,HA","OSA,HATAGASHIRA",1,true,true
20272,9,5,7,KO,"AKINAU,ATAI",2,false,false
20276,9,5,7,"HAN,BAN","TOMONAU,TOMO",1,true,true
20278,9,5,7,"REI,RYOU",WAZAOGI,1,false,true
20280,9,5,7,SHIN,"NOBIRU,NOBASU",1,true,true
20282,9,5,7,SHI,"UKAGAU,UKAGAI",1,true,true
20284,9,5,6,JI,NIRU,1,true,true
20285,9,5,7,"KYA,KA,GA",TOGI,1,false,true
20291,9,5,7,"TEN,DEN",TSUKUDA,1,false,true
20294,9,5,7,"TAN,DAN","TADASHI,TADA",1,true,true
20295,9,5,7,CHO,TATAZUMU,2,false,false
20301,9,5,7,I,"KURAI,KURAISURU",1,true,true
20302,9,5,7,TEI,HIKUI,1,true,true
20303,9,5,7,JUU,"SUMU,TODOMARU,YAMU",1,true,true
20304,9,5,7,SA,"TASUKE,TASUKERU,SUKE",1,true,true
20305,9,5,7,"YUU,U",TASUKERU,1,false,true
20307,9,5,7,"TEI,TAI,HON",KARADA,1,true,true
20309,9,5,7,"KA,GA","NANI,NANZO,IZUKU",1,true,true
20311,9,5,7,TA,"HOKA,WABIRU",2,false,false
20313,9,5,7,YO,"AMARU,WARE,AMARI",1,true,true
20314,9,5,7,"ITSU,TETSU",NOGARERU,2,false,false
20315,9,5,7,"BUTSU,FUTSU,HOTSU",HOTOKE,2,false,true
20316,9,5,7,"SAKU,SA","TSUKURU,TSUKURI,NASU",1,true,true
20317,9,5,7,"KOU,KU",SEMUSHI,2,false,false
20318,9,5,7,"NEI,DEI","OMONERU,YOKOSHIMA",2,false,false
20329,9,6,8,HAI,"OBIDAMA,OBIRU",2,false,false
20335,9,6,8,YOU,ITSUWARU,2,false,false
20336,9,6,8,"HAKU,BYAKU",OSA,2,false,false
20339,9,6,8,KA,YOI,1,true,true
20341,9,6,8,HEI,"AWASERU,NARABU,SHIKASHI",1,true,true
20342,9,6,8,"KITSU,GOCHI",TADASHII,2,false,false
20347,9,6,8,"CHOU,JOU,YOU",KARUI,2,false,false
20348,9,6,8,"KOU,KYOU",UTSUKUSHII,1,false,false
20351,9,6,8,SHI,"TSUKAU,TSUKAI",1,true,true
20355,9,6,8,KAN,TSUYOI,1,false,true
20358,9,6,8,RAI,KURU,2,false,true
20360,9,6,8,"SHI,I",OGORU,2,false,false
20363,9,6,8,"REI,RETSU","TATOERU,TAGUI,TAMESHI",1,true,true
20365,9,6,8,JI,"SAMURAI,HABERU,SABURAU",1,true,true
20367,9,6,8,"SHU,CHU","MIJIKAI,AZAMUKU",2,false,false
20369,9,6,8,"YUU,U","SUSUMERU,TASUKERU",2,false,true
20374,9,6,8,"RON,RIN","OMOU,TSUIZURU,MARUI",2,false,false
20376,9,6,8,TA,"HOKORU,WABIRU,WABISHII",2,false,false
20379,9,6,8,"KYOU,KU","SONAERU,TOMO,SONAE",1,true,true
20381,9,6,8,"I,E",YORU,1,true,true
20384,9,6,8,KYOU,"OTOKODATE,KYAN",1,false,false
20385,9,6,8,KA,ATAI,1,true,true
20395,9,6,8,"NEI,DEI","OMONERU,YOKOSHIMA",2,false,false
20397,9,6,8,JIN,"KOTOGOTOKU,MAMA",1,false,false
20398,9,7,9,BU,"ANADORU,ANADORI",1,true,true
20399,9,7,9,KOU,"MATO,KIMI",1,true,true
20405,9,7,9,SHIN,OKASU,1,true,true
20406,9,7,9,"RYO,RO",TOMO,1,true,true
20415,9,7,9,"BEN,BIN","TAYORI,SUNAWACHI",1,true,true
20418,9,7,9,KEI,"KAKARU,TSUNAGARI,KAKAWARU",1,true,true
20419,9,7,9,SOKU,"UNAGASU,SEMARU",1,true,true
20420,9,7,9,GA,NIWAKA,1,false,true
20426,9,7,9,SHUN,SUGURERU,1,true,true
20430,9,7,9,"SHO,SO",MANAITA,2,false,false
20432,9,7,9,RI,KASHIKOI,2,false,true
20433,9,7,9,"YOU,YUU,TOU",ITAMU,2,false,false
20436,9,7,9,KEN,UKAGAU,2,false,false
20439,9,7,9,ZOKU,NARAWASHI,1,true,true
20440,9,7,9,FU,TORIKO,2,false,false
20442,9,7,9,RI,IYASHII,2,false,false
20443,9,7,9,"BEN,MEN,FU",FUSERU,2,false,false
20445,9,7,9,"HO,HOU","TAMOTSU,YASUNJIRU",1,true,true
20447,9,7,9,SHI,MATSU,2,false,false
20449,9,7,9,SHIN,"MAKOTO,TAYORI,MAKASERU",1,true,true
20451,9,7,9,,MATA,1,false,true
20452,9,7,9,,OMOKAGE,2,false,false
20453,9,7,9,,KURUMA,2,false,false
20462,9,8,9,"SHUU,SHU",OSAMERU,1,true,true
20463,9,8,10,FU,FUSERU,2,false,false
20467,9,8,10,HAI,WAZAOGI,1,true,true
20469,9,8,10,HYOU,TAWARA,1,true,true
20470,9,8,10,"SHUKU,TEKI","YOI,HAJIME",2,false,false
20472,9,8,10,HOU,FUCHI,1,true,true
20474,9,8,10,EN,ORE,1,true,true
20478,9,8,10,"HI,HEI",SHIMU,2,false,false
20485,9,8,10,"SAI,SOTSU",SEGARE,2,false,false
20486,9,8,10,RYOU,TAKUMI,2,false,false
20489,9,8,10,SOU,KURA,1,true,true
20491,9,8,10,"KO,KA",KO,1,true,true
20493,9,8,10,BAI,"SOMUKU,MASU",1,true,true
20495,9,8,10,SHUKU,TACHIMACHI,2,false,false
20497,9,8,10,MON,TOMOGARA,2,false,false
20498,9,8,10,TOU,"TAORERU,TAOSU,SAKASAMA",1,true,true
20500,9,8,10,KUTSU,TSUYOI,2,false,false
20502,9,8,10,KOU,SAIWAI,1,false,true
20505,9,8,10,KOU,"SOUROU,UKAGAU,SABURAU",1,true,true
20506,9,8,10,"I,KI","YORU,TANOMU",2,false,false
20511,9,8,10,"SHAKU,SHA,SEKI","KARIRU,KARI,TATOI",1,true,true
20513,9,8,10,SHOU,WAZAOGI,2,false,false
20515,9,8,10,HOU,NARAU,1,true,true
20516,9,8,10,"CHI,CHOKU","NE,ATAI,AU",1,true,true
20517,9,8,10,KOU,NUKARU,2,false,false
20518,9,8,10,KEN,"TSUKARERU,UMU",1,false,true
20520,9,8,10,"KYO,KO",OGORU,2,false,false
20521,9,8,10,"SEN,SEI","UTSUKUSHII,TSURATSURA",2,false,false
20522,9,8,10,"GEI,GAI",KIWA,2,false,false
20523,9,8,10,RIN,"TAGUI,TSUIDE,MICHI",1,true,true
20524,9,8,10,"TAKU,CHOKU","OOKII,AKIRAKA,TAKAI",2,false,false
20525,9,8,10,"I,WA","SHITAGAU,YAMATO",1,false,true
20534,9,8,10,KU,TOMONI,1,false,false
20537,9,8,10,KEN,TSUZUMAYAKA,1,true,true
20547,9,9,11,EN,"FUSERU,YASUMU",2,false,false
20551,9,9,11,"KA,KE",KARI,2,false,false
20552,9,9,11,"KETSU,KEI,GE",IKOU,2,false,false
20553,9,9,11,I,ERAI,1,true,true
20559,9,9,11,HEN,"KATAYORU,HITOENI",1,true,true
20560,9,9,11,"GAN,GEN","ITSUWARU,NISE",2,false,false
20565,9,9,11,KAI,TOMONI,2,false,false
20566,9,9,10,SHA,SATE,2,false,false
20570,9,9,11,"SAKU,SA","TSUKURU,NASU",2,false,false
20572,9,9,11,"TEI,CHOU,JOU",TODOMARU,1,true,true
20581,9,9,10,KEN,"SUKOYAKA,TAKESHI,SHITATAKA",1,true,true
20588,9,9,11,SOU,"KURUSHIMU,SEWASHII,AWATADASHII",2,false,false
20594,9,9,11,"SHI,SAI","SHINOBU,SHINOBI",1,false,true
20596,9,9,11,"SOKU,SHOKU","KAWA,KATAWARA,SOBAMERU",1,true,true
20597,9,9,11,TEI,UKAGAU,1,true,true
20598,9,9,11,"GUU,GOU","TAGUI,TAMATAMA",1,true,true
20600,9,9,11,"CHUU,TOU",NUSUMU,2,false,false
20605,9,9,11,"GI,KA","ITSUWARU,NISE,ITSUWARI",1,true,true
20608,9,10,11,KAI,OOKII,2,false,false
20613,9,10,12,FU,"MORI,TSUKU,KASHIZUKU",2,false,false
20621,9,10,12,"BOU,HOU","KATAWARA,SOU",1,true,true
20625,9,10,12,KETSU,SUGURERU,1,true,true
20632,9,10,12,SAN,KASA,1,true,true
20633,9,10,12,BI,"SONAERU,SONAWARU,SONAE",1,true,true
20634,9,10,12,KOU,NARAU,2,false,false
20652,9,11,13,SAI,"MOYOOSU,UNAGASU,MOYOOSHI",1,true,true
20653,9,11,13,"YOU,CHOU","YATOU,ATAI,HITOSHII",1,false,true
20658,9,11,12,GOU,"OGORU,ANADORU",2,true,true
20659,9,11,13,"DEN,TEN",TSUTAERU,2,false,true
20660,9,11,13,U,"KAGAMU,SEMUSHI",2,false,false
20661,9,11,13,SAI,KARI,1,true,true
20663,9,11,13,SHOU,"KIZU,ITAMU",1,true,true
20670,9,11,13,KEI,"KATAMUKU,KATAMUKERU,KUTSUGAESU",1,true,true
20674,9,11,13,"ROU,RU",KAGAMU,2,false,false
20677,9,11,13,KIN,"WAZUKANI,WAZUKA",1,true,true
20681,9,11,13,SEN,"MINA,KOTOGOTOKU,TOMONI",2,false,false
20682,9,11,14,SEN,"YAMABITO,SENNIN",2,false,false
20685,9,11,13,DOU,"HATARAKU,HATARAKI",1,true,true
20687,9,12,13,"ZOU,SHOU","KATACHI,KATADORU",1,true,true
20689,9,12,14,KYOU,TAKAI,1,false,false
20693,9,12,14,BOKU,"SHIMOBE,YATSUGARE",1,true,true
20694,9,12,14,KI,YOROKOBU,2,false,false
20698,9,12,14,RYOU,"TOMO,TSUKASA",1,true,true
20702,9,12,14,"GI,KA","ITSUWARU,NISE,ITSUWARI",2,false,true
20707,9,12,14,"SEN,SHIN",OGORU,2,false,false
20709,9,12,14,"KYOU,GYOU","NEGAU,MOTOMERU",2,false,false
20711,9,12,14,SOU,BOUZU,1,true,true
20717,9,12,14,"SEN,SHIN",OGORU,2,false,false
20718,9,12,14,"DOU,TOU","WARABE,SHIMOBE",2,false,false
20725,9,13,15,KYOU,TAORERU,2,false,false
20729,9,13,15,"KA,KE",ATAI,2,false,true
20731,9,13,15,"HEKI,HI,HEI",HIGAMU,1,false,false
20736,9,13,15,GI,"YOI,NORI",1,true,true
20737,9,13,14,SHUN,SUGURERU,2,false,false
20738,9,13,15,"DOU,NOU",WASHI,2,false,false
20740,9,13,15,"OKU,YOKU",OSHIHAKARU,1,true,true
20745,9,13,15,KEN,TSUZUMAYAKA,2,false,true
20754,9,14,16,JU,"YAWARAKA,URUOSU,SHITAGAU",1,true,true
20756,9,14,16,"CHUU,JU",TOMOGARA,2,false,false
20757,9,14,16,"SEI,SAI",TOMOGARA,2,false,false
20758,9,14,16,RAN,MINIKUI,2,false,false
20760,9,14,16,JIN,"KOTOGOTOKU,MAMA",2,false,false
20762,9,14,15,"BOU,MOU","KURAI,HAKANAI",2,false,false
20767,9,15,17,SHOU,"TSUGUNAU,TSUGUNAI",1,true,true
20769,9,15,17,RAI,"YABURERU,TSUKARERU",2,false,false
20778,9,15,17,"YUU,U","YASASHII,SUGURERU,WAZAOGI",1,true,true
20786,9,16,17,CHO,"SOE,TAKUWAERU,MOUKERU",1,false,true
20791,9,19,21,REI,"TSUREAI,NARABU",2,false,false
20794,9,19,21,"DA,NA",ONIYARAI,2,false,false
20795,9,20,22,TOU,"SUGURERU,MOSHI,ARUIWA",2,false,false
20796,9,20,21,GEN,"OGOSOKA,IKAMESHII",2,false,false
20799,10,0,2,"JIN,NIN,KAI","HITO,NINNYOU",2,false,false
20800,10,1,3,"KOTSU,GOTSU","TAKAI,HAGERU,ASHIKIRU",2,false,false
20801,10,2,4,IN,"MAKOTO,YURUSU,JOU",1,false,true
20803,10,2,4,"GEN,GAN","MOTO,KOUBE",1,true,true
20804,10,3,5,"KEI,KYOU","ANI,E",1,true,true
20805,10,4,6,"JUU,SHUU","ATERU,MICHIRU,MITASU",1,true,true
20806,10,4,6,"CHOU,JOU","KIZASU,URANAI,KIZASHI",1,true,true
20807,10,4,6,KYOU,OSORERU,1,false,false
20808,10,4,6,SEN,"SAKI,SAKINJIRU,MAZU",1,true,true
20809,10,4,6,KOU,"HIKARU,HIKARI",1,true,true
20811,10,5,7,KOKU,"KATSU,YOI,YOKU",1,true,true
20812,10,5,7,"DA,TAI,EI",YOROKOBU,2,false,false
20813,10,5,7,"MEN,BEN","MANUKARERU,YURUSU",1,true,true
20814,10,5,7,TO,USAGI,1,false,true
20816,10,5,7,"JI,NI,GEI",KO,1,true,true
20818,10,6,8,"JI,NI,GEI",KO,2,false,true
20820,10,6,8,TO,USAGI,2,false,false
20826,10,8,10,TOU,"NAKAMA,MURA",1,true,true
20828,10,9,11,TOU,KABUTO,1,false,true
20834,10,12,14,KYOU,"OSORERU,TSUTSUSHIMU",2,false,false
20837,11,0,2,"NYUU,JU,JUU","IRU,HAIRU",1,true,true
20840,11,4,6,"ZEN,SEN","MATTAKU,MATTAI,MATTOUSURU",1,true,true
20841,11,6,8,RYOU,FUTATSU,2,false,false
20842,11,7,9,YU,SHIKARI,2,false,false
20843,12,0,2,"HACHI,HATSU","YATSU,YATABI",1,true,true
20844,12,2,4,KOU,"OOYAKE,KIMI",1,true,true
20845,12,2,4,"ROKU,RIKU","MUTSU,MUTABI",1,true,true
20846,12,2,4,KEI,NO,2,false,false
20849,12,4,6,KYOU,"TOMO,TOMONI,DOMO",1,true,true
20853,12,5,7,"HEI,HYOU","TSUWAMONO,IKUSA",1,true,true
20854,12,6,8,"KI,GI","SONO,SORE",1,false,true
20855,12,6,8,"GU,KU","SONAERU,SONAE,TSUBUSANI",1,true,true
20856,12,6,8,TEN,"NORI,TSUKASADORU,SAKAN",1,true,true
20860,12,8,10,KEN,"KANERU,KANETE",1,true,true
20864,12,14,16,KI,"KOINEGAU,KOINEGAWA",2,false,false
20866,13,0,2,"KEI,KYOU",TOOI,2,false,false
20869,13,2,4,"DAI,NAI","UCHI,IRU,IRERU",1,true,true
20870,13,2,4,EN,"MARUI,MARU",1,true,true
20873,13,3,5,"NEN,ZEN",YOWAI,2,false,false
20874,13,3,5,"SATSU,SAKU",FUMI,1,true,true
20876,13,3,5,"SATSU,SAKU",FUMI,2,false,false
20877,13,4,6,"SAI,SA",FUTATABI,1,true,true
20879,13,5,7,"KEI,KYOU",AKIRAKA,2,false,false
20880,13,6,8,"BOU,MOU,BOKU","OKASU,OOU,KOUBURU",2,false,false
20881,13,7,9,CHUU,"KABUTO,YOROI",2,false,false
20882,13,7,9,BOU,"OKASU,OOU",1,true,true
20883,13,8,10,KOU,KAMAERU,2,false,false
20885,13,9,11,"BEN,MEN",KANMURI,2,false,false
20886,14,0,2,"BEKI,MYAKU",OOU,2,false,false
20887,14,2,4,JOU,MUDA,1,true,true
20889,14,3,5,SHA,"UTSUSU,UTSUSHI",1,true,true
20896,14,7,9,KAN,KANMURI,1,true,true
20898,14,8,10,"CHOU,CHU","TSUKA,OKA,YASHIRO",2,false,false
20900,14,8,10,EN,"KAGAMU,NUREGINU",2,false,false
20901,14,8,10,MEI,KURAI,1,true,true
20902,14,8,10,"KOU,KU",ADA,2,false,false
20904,14,9,11,"FU,FUU",TOMU,1,false,true
20905,14,12,14,SHA,"UTSUSU,KAKIUTSUSU",2,false,false
20906,14,14,15,BEKI,"OOI,FUKIN",2,false,false
20907,15,0,2,HYOU,KOORI,2,false,false
20908,15,3,5,TOU,FUYU,1,true,true
20912,15,4,6,HYOU,"KOORI,HI",2,false,false
20913,15,4,6,GO,"KOORU,HIERU,SAERU",2,false,false
20914,15,4,6,CHUU,"OKI,WAKU",2,false,false
20915,15,4,6,"KETSU,KECHI","KIMERU,SAKU",2,false,false
20916,15,4,6,GO,"KOORU,HIERU,SAERU",1,false,true
20917,15,5,7,KYOU,"IWANYA,OMOMUKI",2,false,false
20918,15,5,7,YA,IRU,1,true,true
20919,15,5,7,REI,"HIERU,TSUMETAI,SAMERU",1,true,true
20925,15,6,8,"RETSU,REI","SAMUI,TSUMETAI",2,false,false
20932,15,8,10,SEI,"SAMUI,SUSAMAJII,SUGOI",1,true,true
20933,15,8,10,KO,KOORU,2,false,false
20934,15,8,10,"JUN,SHUN",NAZORAERU,1,true,true
20937,15,8,10,RYOU,SUZUSHII,2,false,true
20939,15,8,10,CHOU,"SHIBOMU,OCHIBURERU",1,false,false
20940,15,8,10,RYOU,SHINOGU,1,false,true
20941,15,8,10,TOU,"KOORU,KOGOERU",1,true,true
20950,15,10,12,"JUN,SETSU","HITOSHII,MIZUMORI,NORI",2,false,false
20955,15,13,15,RIN,"SAMUI,SUSAMAJII,OSORERU",2,false,true
20956,15,13,15,RIN,"SAMUI,SUSAMAJII,OSORERU",2,false,true
20957,15,14,16,GYOU,"KORU,KORASU",1,true,true
20960,16,0,2,KI,TSUKUE,2,false,false
20961,16,1,3,"BON,HAN","SUBETE,OYOSO",1,true,true
20966,16,3,5,SHO,"ORU,TOKORO",1,true,true
20967,16,3,5,,TAKO,1,false,true
20969,16,4,6,,KOGARASHI,2,false,false
20970,16,4,6,,"NAGU,NAGI",1,false,true
20973,16,6,8,HYOU,"YORU,MOTARERU",2,false,false
20976,16,9,11,"KOU,OU",OOTORI,2,false,true
20977,16,10,12,"GAI,KAI","KACHIDOKI,YAWARAGU",1,false,true
20981,17,0,2,"KAN,KON","KANNYOU,KANGAMAE",2,false,false
20982,17,2,4,KYOU,WARUI,1,true,true
20984,17,3,5,TOTSU,DERU,1,true,true
20985,17,3,5,OU,"KUBOMU,KUBOMI",1,true,true
20986,17,3,5,"SHUTSU,SUI","DERU,DASU",1,true,true
20989,17,6,8,KAN,"IRERU,HAKO",1,false,true
20990,17,7,9,KAN,"IRERU,HAKO",2,false,false
20992,18,0,2,TOU,KATANA,1,true,true
20995,18,1,3,JIN,"HA,YAIBA,KIRU",1,true,true
20996,18,1,3,"JIN,NIN",HA,2,false,false
20998,18,2,4,"BUN,FUN,BU","WAKERU,WAKARU,WAKARERU",1,true,true
20999,18,2,4,"SETSU,SAI","KIRU,KIRE,KIRI",1,true,true
21000,18,2,4,GAI,"KARU,KARI",1,true,true
21002,18,3,5,KAN,"KEZURU,KIZAMU",1,true,true
21003,18,3,5,SEN,KIRU,2,false,false
21006,18,4,6,"FUN,BUN",KUBIHANERU,2,false,false
21009,18,4,6,"KEI,GYOU","NORI,SHIOKI",1,true,true
21012,18,4,6,"KETSU,KECHI",EGURU,2,false,false
21015,18,4,6,"RETSU,REI",TSURANERU,1,true,true
21021,18,5,7,"SHO,SO","HAJIME,HATSU,UI",1,true,true
21028,18,5,7,"HAN,BAN",WAKERU,1,true,true
21029,18,5,7,"BETSU,BECHI","WAKARERU,WAKERU,WAKARE",1,true,true
21031,18,5,7,"GOU,KYOU,KOU",OBYAKASU,2,false,false
21033,18,5,7,RI,"KIKU,YOI,SURUDOI",1,true,true
21034,18,5,7,SAN,KEZURU,2,false,false
21038,18,6,8,KATSU,KEZURU,2,false,false
21040,18,6,8,TOU,ITARU,1,true,true
21043,18,6,8,KO,EGURU,2,false,false
21046,18,6,8,SEI,OSAERU,1,true,true
21047,18,6,8,SATSU,"SURU,HAKU,HAKE",1,true,true
21048,18,6,8,KEN,"WARIFU,TEGATA",1,true,true
